开奖期号,开奖日期,红1,红2,红3 ,红4 ,红5 ,红6,蓝,红,号,出,球,顺,序
2013061,2013-05-28,05,06,07,12,13,18,12,06,05,18,13,12,07
2013062,2013-05-30,01,06,07,19,22,27,02,22,19,06,01,07,27
2013063,2013-06-02,10,15,18,20,23,31,12,31,20,15,23,10,18
2013064,2013-06-04,01,09,13,22,25,32,12,13,25,22,09,32,01
2013065,2013-06-06,07,18,19,23,29,30,02,23,07,30,19,18,29
2013066,2013-06-09,01,03,16,17,20,32,07,17,16,20,01,03,32
2013067,2013-06-11,01,04,09,15,22,30,06,09,01,04,30,15,22
2013068,2013-06-13,02,07,13,20,25,27,06,13,20,25,02,27,07
2013069,2013-06-16,07,16,17,18,30,33,06,30,16,18,17,07,33
2013070,2013-06-18,02,03,09,10,28,30,06,02,28,10,30,09,03
2013071,2013-06-20,05,12,21,23,26,28,09,21,12,26,28,05,23
2013072,2013-06-23,02,08,11,14,19,33,09,08,33,14,19,11,02
2013073,2013-06-25,02,09,13,17,20,28,11,13,20,28,17,09,02
2013074,2013-06-27,03,06,08,14,19,32,03,06,08,32,14,03,19
2013075,2013-06-30,04,06,09,25,30,33,14,04,09,06,33,25,30
2013076,2013-07-02,14,23,24,26,29,30,03,23,24,29,30,14,26
2013077,2013-07-04,09,14,23,24,26,29,03,09,14,26,24,29,23
2013078,2013-07-07,03,05,17,18,26,27,15,05,26,17,27,18,03
2013079,2013-07-09,07,13,17,19,22,26,13,26,07,22,19,13,17
2013080,2013-07-11,10,11,12,23,28,32,16,23,28,11,32,10,12
2013081,2013-07-14,01,04,10,13,21,31,13,01,10,31,13,04,21
2013082,2013-07-16,04,13,14,20,22,30,06,22,14,20,04,13,30
2013083,2013-07-18,05,06,12,14,19,23,09,12,19,14,06,23,05
2013084,2013-07-21,05,07,09,11,20,21,03,21,07,05,09,20,11
2013085,2013-07-23,02,08,12,14,16,32,16,02,12,16,08,14,32
2013086,2013-07-25,02,04,11,13,16,26,11,02,11,26,04,16,13
2013087,2013-07-28,02,13,19,23,24,28,05,24,28,23,02,13,19
2013088,2013-07-30,09,15,20,21,22,24,14,15,09,21,22,24,20
2013089,2013-08-01,04,08,12,19,21,25,13,04,08,19,25,21,12
2013090,2013-08-04,02,05,11,23,24,29,08,11,24,02,23,05,29
2013091,2013-08-06,04,14,24,25,28,31,10,31,14,24,28,04,25
2013092,2013-08-08,07,11,15,21,26,31,06,26,11,07,21,31,15
2013093,2013-08-11,01,02,08,26,29,31,14,31,26,08,02,29,01
2013094,2013-08-13,02,04,14,18,20,22,07,14,02,22,18,04,20
2013095,2013-08-15,01,06,15,19,28,29,10,29,28,19,15,01,06
2013096,2013-08-18,01,02,22,28,29,30,15,28,22,01,30,02,29
2013097,2013-08-20,05,14,17,22,23,25,07,17,23,22,14,25,05
2013098,2013-08-22,07,15,18,19,20,26,14,19,20,26,07,15,18
2013099,2013-08-25,05,11,20,21,26,31,03,20,26,31,21,05,11
2013100,2013-08-27,04,08,11,14,16,20,11,20,16,08,04,14,11
2013101,2013-08-29,05,07,09,23,27,32,01,05,23,32,09,27,07
2013102,2013-09-01,02,04,05,06,08,16,03,16,05,08,02,06,04
2013103,2013-09-03,02,04,09,13,18,20,07,04,20,09,18,02,13
2013104,2013-09-05,01,02,04,15,17,28,11,17,02,28,04,15,01
2013105,2013-09-08,01,11,23,27,31,32,09,11,27,01,31,32,23
2013106,2013-09-10,09,11,23,30,31,32,06,11,32,09,23,30,31
2013107,2013-09-12,07,09,11,17,28,31,11,17,11,28,31,07,09
2013108,2013-09-15,16,21,22,28,31,32,05,31,32,21,28,16,22
2013109,2013-09-17,09,23,24,27,29,32,08,24,09,23,29,32,27
2013110,2013-09-19,15,17,18,21,29,32,13,21,18,17,29,32,15
2013111,2013-09-22,01,02,03,06,08,33,13,06,02,33,03,01,08
2013112,2013-09-24,01,06,12,13,22,31,07,31,13,12,22,01,06
2013113,2013-09-26,04,07,11,17,24,33,09,33,24,07,04,17,11
2013114,2013-09-29,04,06,17,21,23,33,07,21,17,04,06,33,23
2013115,2013-10-01,03,12,16,17,18,27,08,03,18,27,17,16,12
2013116,2013-10-03,12,15,21,26,32,33,07,21,33,12,32,26,15
2013117,2013-10-06,09,12,13,24,27,33,16,33,27,24,12,09,13
2013118,2013-10-08,02,03,17,22,32,33,16,33,32,02,17,03,22
2013119,2013-10-10,05,15,20,22,26,32,09,20,26,22,15,32,05
2013120,2013-10-13,05,06,13,18,23,31,11,06,23,18,13,05,31
2013121,2013-10-15,04,05,06,07,25,27,07,07,06,05,25,27,04
2013122,2013-10-17,07,10,13,15,26,27,11,27,07,10,26,15,13
2013123,2013-10-20,01,02,06,11,17,25,02,25,02,11,17,01,06
2013124,2013-10-22,03,09,15,23,25,30,07,09,15,30,03,25,23
2013125,2013-10-24,04,06,08,18,25,28,16,28,25,04,08,18,06
2013126,2013-10-27,04,10,19,27,31,33,16,19,31,04,33,10,27
2013127,2013-10-29,02,03,13,20,22,33,14,22,13,03,20,02,33
2013128,2013-10-31,07,13,17,19,25,31,08,25,31,17,13,07,19
2013129,2013-11-03,05,06,10,14,27,31,14,27,31,14,05,10,06
2013130,2013-11-05,01,03,15,16,31,33,08,03,01,16,33,15,31
2013131,2013-11-07,04,06,12,17,19,26,09,19,12,17,26,06,04
2013132,2013-11-10,20,21,22,23,25,27,12,22,27,20,23,25,21
2013133,2013-11-12,04,07,12,19,22,25,01,22,12,04,07,25,19
2013134,2013-11-14,01,17,18,19,25,29,10,25,17,18,01,19,29
2013135,2013-11-17,09,23,24,25,29,31,12,24,31,09,23,29,25
2013136,2013-11-19,04,06,14,16,18,26,06,26,16,18,06,04,14
2013137,2013-11-21,04,17,19,23,24,27,10,27,17,04,19,24,23
2013138,2013-11-24,04,15,16,24,27,28,03,27,28,24,16,15,04
2013139,2013-11-26,07,08,11,13,21,27,08,11,27,07,21,13,08
2013140,2013-11-28,01,05,12,13,21,22,10,22,12,13,21,05,01
2013141,2013-12-01,03,04,05,25,30,31,04,05,04,31,03,25,30
2013142,2013-12-03,11,12,14,20,22,29,14,12,20,29,14,22,11
2013143,2013-12-05,12,18,21,22,27,32,11,27,18,32,21,22,12
2013144,2013-12-08,05,07,12,19,27,31,02,27,19,31,05,12,07
2013145,2013-12-10,06,10,13,16,23,24,15,13,10,24,16,23,06
2013146,2013-12-12,08,20,25,30,32,33,01,30,20,25,32,33,08
2013147,2013-12-15,02,15,16,17,19,30,08,19,30,17,02,15,16
2013148,2013-12-17,06,11,12,14,17,22,01,06,22,11,12,14,17
2013149,2013-12-19,09,18,25,26,30,32,11,25,18,32,09,26,30
2013150,2013-12-22,01,15,16,25,26,29,10,15,26,01,25,29,16
2013151,2013-12-24,03,09,10,19,28,33,09,09,33,03,19,10,28
2013152,2013-12-26,04,06,14,16,18,29,05,06,04,16,18,29,14
2013153,2013-12-29,08,11,13,18,28,33,10,18,28,11,08,33,13
2013154,2013-12-31,07,11,14,19,24,29,05,19,11,07,29,24,14
2014001,2014-01-02,03,09,15,20,27,29,01,09,27,29,20,03,15
2014002,2014-01-05,04,21,23,31,32,33,04,32,04,31,33,23,21
2014003,2014-01-07,06,10,11,28,30,33,12,10,33,30,06,28,11
2014004,2014-01-09,01,04,19,22,24,25,15,25,01,19,24,04,22
2014005,2014-01-12,15,18,23,27,32,33,04,33,18,15,32,27,23
2014006,2014-01-14,03,04,07,17,21,27,14,07,27,17,03,04,21
2014007,2014-01-16,08,10,12,14,18,28,14,28,12,14,18,08,10
2014008,2014-01-19,05,14,16,21,29,30,12,30,21,16,14,05,29
2014009,2014-01-21,08,09,19,20,25,32,16,19,20,09,25,08,32
2014010,2014-01-23,05,07,08,20,31,33,11,33,31,05,07,20,08
2014011,2014-01-26,09,10,13,14,21,32,02,14,13,21,32,09,10
2014012,2014-01-28,01,08,11,19,21,24,08,21,24,19,01,11,08
2014013,2014-02-09,05,09,13,15,17,21,13,15,21,13,05,17,09
2014014,2014-02-11,04,09,19,22,25,29,15,04,22,25,19,29,09
2014015,2014-02-13,02,11,19,30,32,33,09,11,19,30,32,33,02
2014016,2014-02-16,02,03,07,13,21,24,08,07,02,24,21,03,13
2014017,2014-02-18,04,06,07,14,25,26,10,26,06,25,04,14,07
2014018,2014-02-20,13,17,18,21,30,33,15,13,33,30,21,17,18
2014019,2014-02-23,02,10,15,19,20,21,07,20,15,19,10,02,21
2014020,2014-02-25,09,14,17,23,24,25,15,09,25,14,23,24,17
2014021,2014-02-27,08,10,15,17,22,29,12,29,10,22,17,15,08
2014022,2014-03-02,04,06,07,10,21,26,16,06,21,26,07,10,04
2014023,2014-03-04,07,09,13,17,21,22,10,09,21,17,13,07,22
2014024,2014-03-06,08,10,16,20,23,30,09,08,10,16,23,20,30
2014025,2014-03-09,01,05,10,14,16,30,16,16,30,01,05,14,10
2014026,2014-03-11,01,02,05,06,11,23,14,23,06,11,05,02,01
2014027,2014-03-13,08,10,14,16,30,31,01,31,08,30,14,16,10
2014028,2014-03-16,06,16,21,27,30,32,05,16,21,27,30,32,06
2014029,2014-03-18,02,07,14,16,21,29,14,07,21,16,29,02,14
2014030,2014-03-20,12,18,19,23,24,30,10,30,12,19,24,18,23
2014031,2014-03-23,04,10,16,17,21,27,14,27,10,21,16,17,04
2014032,2014-03-25,01,02,14,22,29,33,07,33,14,29,22,01,02
2014033,2014-03-27,05,13,23,28,32,33,12,33,13,32,28,05,23
2014034,2014-03-30,01,03,04,08,25,31,06,01,08,04,25,03,31
2014035,2014-04-01,07,08,09,17,32,33,06,17,07,33,32,08,09
2014036,2014-04-03,01,07,08,09,11,22,03,08,11,07,09,01,22
2014037,2014-04-06,06,13,14,24,25,30,07,24,14,25,30,06,13
2014038,2014-04-08,04,07,22,23,24,33,16,23,07,24,22,33,04
2014039,2014-04-10,03,11,15,19,20,31,07,15,31,11,03,19,20
2014040,2014-04-13,03,04,06,11,12,15,08,04,12,03,11,06,15
2014041,2014-04-15,07,11,16,18,21,22,02,21,18,07,22,11,16
2014042,2014-04-17,12,15,20,25,28,33,14,33,28,25,15,12,20
2014043,2014-04-20,02,05,09,14,24,33,09,02,14,05,09,33,24
2014044,2014-04-22,04,09,21,27,28,33,12,27,04,28,09,33,21
2014045,2014-04-24,02,04,09,11,19,22,15,04,02,09,22,11,19
2014046,2014-04-27,02,10,11,17,18,22,10,02,22,18,10,11,17
2014047,2014-04-29,08,10,11,12,19,29,15,11,19,08,10,12,29
2014048,2014-05-01,06,09,16,17,24,25,16,24,25,16,09,17,06
2014049,2014-05-04,06,07,16,17,23,32,06,32,07,23,16,17,06
2014050,2014-05-06,03,17,23,25,26,32,13,26,32,17,03,25,23
2014051,2014-05-08,10,16,19,21,23,24,13,21,19,24,10,23,16
2014052,2014-05-11,09,13,15,28,30,33,08,28,30,13,15,33,09
2014053,2014-05-13,14,17,19,22,26,31,02,22,31,17,19,14,26
2014054,2014-05-15,01,04,05,11,29,30,14,01,11,05,29,04,30
2014055,2014-05-18,02,09,14,19,21,30,04,19,30,21,09,02,14
2014056,2014-05-20,01,11,18,20,28,29,01,28,20,01,11,18,29
2014057,2014-05-22,02,04,12,18,23,31,08,31,12,04,02,18,23
2014058,2014-05-25,02,03,12,13,14,25,11,03,14,25,12,13,02
2014059,2014-05-27,05,08,12,13,23,25,13,12,05,25,13,08,23
2014060,2014-05-29,03,05,14,18,25,33,06,03,25,18,14,05,33
2014061,2014-06-01,02,14,17,27,28,31,08,14,28,02,17,31,27
2014062,2014-06-03,06,09,15,24,25,26,09,09,15,24,25,06,26
2014063,2014-06-05,03,08,17,21,22,31,16,22,17,08,31,21,03
2014064,2014-06-08,02,09,15,16,29,32,14,32,02,29,09,16,15
2014065,2014-06-10,03,04,05,08,10,22,06,22,04,08,05,10,03
2014066,2014-06-12,02,05,15,17,18,21,16,05,02,18,21,17,15
2014067,2014-06-15,01,06,07,17,18,23,06,17,06,23,01,07,18
2014068,2014-06-17,04,12,13,22,27,29,16,13,22,27,12,04,29
2014069,2014-06-19,05,12,17,19,25,30,11,19,12,05,30,17,25
2014070,2014-06-22,01,07,09,19,28,29,07,07,09,28,19,01,29
2014071,2014-06-24,02,04,12,17,22,25,14,22,04,12,02,17,25
2014072,2014-06-26,01,03,07,13,19,32,16,01,13,19,32,07,03
2014073,2014-06-29,01,12,16,20,30,33,02,12,20,33,30,16,01
2014074,2014-07-01,01,03,06,13,30,31,12,30,06,03,31,01,13
2014075,2014-07-03,03,09,11,22,27,29,06,22,29,11,27,09,03
2014076,2014-07-06,06,10,12,17,18,33,11,33,10,12,18,17,06
2014077,2014-07-08,08,09,12,15,19,22,10,15,22,09,12,08,19
2014078,2014-07-10,02,03,05,06,09,17,07,06,02,03,09,17,05
2014079,2014-07-13,02,07,16,22,27,28,02,02,28,22,07,27,16
2014080,2014-07-15,05,14,16,17,25,30,07,25,05,30,14,17,16
2014081,2014-07-17,08,14,22,24,27,29,10,29,08,22,27,24,14
2014082,2014-07-20,02,04,20,25,26,29,11,20,04,26,29,02,25
2014083,2014-07-22,05,06,19,21,23,33,12,23,33,05,21,06,19
2014084,2014-07-24,01,06,09,10,13,25,08,13,25,01,06,10,09
2014085,2014-07-27,01,02,11,19,23,29,08,02,29,19,01,11,23
2014086,2014-07-29,02,04,10,12,14,30,08,14,02,12,10,04,30
2014087,2014-07-31,06,18,22,23,32,33,06,18,06,23,33,32,22
2014088,2014-08-03,03,06,11,14,16,29,15,16,03,14,06,29,11
2014089,2014-08-05,04,06,14,17,27,30,09,27,14,04,30,17,06
2014090,2014-08-07,05,09,11,19,24,32,13,19,24,09,05,11,32
2014091,2014-08-10,01,05,12,19,27,29,14,05,01,29,27,12,19
2014092,2014-08-12,03,13,18,19,22,26,07,03,22,19,13,18,26
2014093,2014-08-14,02,08,09,10,20,29,05,10,20,08,02,29,09
2014094,2014-08-17,01,10,18,20,23,29,01,23,01,29,10,20,18
2014095,2014-08-19,05,06,08,14,22,31,08,22,05,08,06,14,31
2014096,2014-08-21,12,14,17,19,22,24,08,17,12,22,24,14,19
2014097,2014-08-24,07,13,24,25,27,32,15,27,13,24,25,07,32
2014098,2014-08-26,02,13,17,20,29,31,07,17,31,29,20,13,02
2014099,2014-08-28,01,05,10,11,13,32,14,05,32,13,10,11,01
2014100,2014-08-31,01,06,09,10,14,16,11,09,01,16,10,14,06
2014101,2014-09-02,16,18,20,23,24,32,07,18,16,23,32,24,20
2014102,2014-09-04,14,16,21,24,28,31,13,31,24,21,14,16,28
2014103,2014-09-07,03,08,09,10,18,33,04,08,10,33,18,09,03
2014104,2014-09-09,02,06,12,19,27,28,13,02,06,28,19,12,27
2014105,2014-09-11,14,16,17,19,27,32,04,27,19,17,14,32,16
2014106,2014-09-14,09,14,17,18,21,25,15,21,18,09,17,14,25
2014107,2014-09-16,11,14,17,22,25,27,16,22,27,17,11,25,14
2014108,2014-09-18,03,08,09,20,23,28,02,08,20,23,09,28,03
2014109,2014-09-21,02,05,11,15,19,28,02,05,19,11,28,02,15
2014110,2014-09-23,01,08,11,13,19,30,06,01,30,08,13,11,19
2014111,2014-09-25,02,08,17,20,22,28,02,08,28,22,20,17,02
2014112,2014-09-28,01,15,16,21,24,30,03,01,15,30,21,16,24
2014113,2014-09-30,12,14,28,31,32,33,07,31,32,33,14,28,12
2014114,2014-10-02,02,07,23,30,32,33,10,02,07,23,33,32,30
2014115,2014-10-05,01,09,10,11,13,32,03,32,10,11,01,09,13
2014116,2014-10-07,09,10,14,15,19,29,16,10,15,14,09,29,19
2014117,2014-10-09,05,10,17,25,28,29,04,25,05,29,10,17,28
2014118,2014-10-12,05,07,15,18,26,30,03,26,07,30,15,05,18
2014119,2014-10-14,06,13,17,20,26,29,09,26,06,20,17,13,29
2014120,2014-10-16,01,07,12,16,23,28,04,01,12,07,28,16,23
2014121,2014-10-19,01,02,13,22,28,30,09,13,22,01,28,30,02
2014122,2014-10-21,06,09,11,16,20,29,11,20,06,29,16,11,09
2014123,2014-10-23,01,06,11,17,28,33,05,11,33,01,28,06,17
2014124,2014-10-26,02,17,20,24,31,33,04,33,02,24,17,31,20
2014125,2014-10-28,10,11,15,26,31,32,06,11,15,31,10,32,26
2014126,2014-10-30,06,11,16,17,22,27,01,17,06,27,11,22,16
2014127,2014-11-02,02,10,12,21,23,27,12,23,21,27,02,10,12
2014128,2014-11-04,05,07,08,17,18,24,14,18,24,05,07,17,08
2014129,2014-11-06,05,08,09,20,28,32,02,20,28,08,09,32,05
2014130,2014-11-09,01,02,10,24,30,33,10,01,10,30,24,33,02
2014131,2014-11-11,05,17,21,22,28,32,14,28,21,22,05,32,17
2014132,2014-11-13,05,06,14,15,18,33,08,06,05,14,15,33,18
2014133,2014-11-16,13,14,16,23,30,31,13,14,13,31,16,23,30
2014134,2014-11-18,05,16,22,23,26,28,02,23,28,22,05,16,26
2014135,2014-11-20,02,04,11,13,25,33,01,33,04,02,13,11,25
2014136,2014-11-23,03,16,19,27,31,32,10,32,19,31,03,27,16
2014137,2014-11-25,03,06,09,11,25,29,09,06,11,29,03,25,09
2014138,2014-11-27,04,06,13,29,31,33,13,04,29,06,31,13,33
2014139,2014-11-30,01,14,15,20,25,29,11,15,14,25,29,20,01
2014140,2014-12-02,06,10,11,14,17,33,06,10,14,17,11,06,33
2014141,2014-12-04,08,09,11,16,21,24,10,21,09,16,08,11,24
2014142,2014-12-07,06,21,22,23,25,28,13,25,06,28,22,21,23
2014143,2014-12-09,03,12,18,20,25,26,16,25,20,18,03,26,12
2014144,2014-12-11,03,05,06,09,10,27,14,06,03,05,10,09,27
2014145,2014-12-14,10,12,13,23,26,29,11,12,23,29,26,13,10
2014146,2014-12-16,01,06,13,20,29,32,01,32,01,29,06,20,13
2014147,2014-12-18,06,07,22,26,31,32,10,06,26,07,31,22,32
2014148,2014-12-21,01,02,05,12,15,16,13,05,02,12,01,15,16
2014149,2014-12-23,07,09,10,15,19,33,01,15,19,10,33,09,07
2014150,2014-12-25,03,08,14,22,24,32,09,03,22,24,32,08,14
2014151,2014-12-28,04,05,08,11,21,27,08,08,27,21,11,05,04
2014152,2014-12-30,08,13,15,20,21,25,12,15,08,21,20,13,25
2015001,2015-01-01,01,07,09,16,20,23,06,09,01,07,23,16,20
2015002,2015-01-04,07,15,16,25,28,32,05,15,28,25,16,32,07
2015003,2015-01-06,10,15,20,23,24,31,15,31,15,23,10,24,20
2015004,2015-01-08,02,14,15,16,23,24,10,16,15,14,02,23,24
2015005,2015-01-11,07,10,16,17,18,32,15,07,18,32,17,16,10
2015006,2015-01-13,01,10,11,29,31,33,13,33,01,10,11,29,31
2015007,2015-01-15,01,07,09,17,20,33,08,17,01,09,33,07,20
2015008,2015-01-18,04,07,10,16,20,22,03,16,22,07,10,04,20
2015009,2015-01-20,04,07,14,17,21,25,14,14,25,21,17,07,04
2015010,2015-01-22,01,02,03,08,21,31,09,02,08,03,21,01,31
2015011,2015-01-25,04,14,15,17,18,20,15,14,04,15,18,17,20
2015012,2015-01-27,03,05,22,23,29,31,06,31,23,29,05,22,03
2015013,2015-01-29,08,09,24,25,26,29,01,26,09,08,25,29,24
2015014,2015-02-01,02,12,16,19,27,30,11,19,16,30,27,02,12
2015015,2015-02-03,01,07,20,24,25,33,04,07,33,25,24,01,20
2015016,2015-02-05,02,06,10,15,17,31,13,10,06,17,15,02,31
2015017,2015-02-08,13,18,20,25,27,33,12,20,18,13,27,33,25
2015018,2015-02-10,06,09,12,14,28,29,09,12,28,09,06,14,29
2015019,2015-02-12,02,06,11,19,25,26,04,26,19,06,11,02,25
2015020,2015-02-15,01,04,07,19,22,23,04,04,07,01,23,19,22
2015021,2015-02-17,14,15,16,17,27,28,08,14,27,28,17,16,15
2015022,2015-02-26,04,07,10,16,23,25,10,10,16,07,04,23,25
2015023,2015-03-01,08,09,10,13,29,30,01,09,08,13,29,10,30
2015024,2015-03-03,09,11,16,18,23,24,10,09,23,11,24,18,16
2015025,2015-03-05,10,11,12,15,27,32,14,11,32,15,27,12,10
2015026,2015-03-08,02,13,17,21,22,33,13,33,17,13,02,22,21
2015027,2015-03-10,05,07,09,16,26,29,07,07,29,26,16,09,05
2015028,2015-03-12,04,07,10,26,27,28,14,04,28,26,27,07,10
2015029,2015-03-15,07,14,15,19,21,28,07,14,15,07,28,21,19
2015030,2015-03-17,08,11,14,15,16,26,07,08,11,14,15,26,16
2015031,2015-03-19,01,05,07,22,26,32,11,22,26,01,05,07,32
2015032,2015-03-22,11,14,16,18,29,32,16,16,29,18,14,32,11
2015033,2015-03-24,03,06,21,29,31,32,05,31,06,32,21,29,03
2015034,2015-03-26,12,13,17,18,20,27,13,27,13,18,12,20,17
2015035,2015-03-29,01,08,09,22,24,33,03,09,01,08,24,22,33
2015036,2015-03-31,04,06,16,17,26,33,03,33,04,17,06,16,26
2015037,2015-04-02,05,07,12,18,28,31,03,31,05,28,07,18,12
2015038,2015-04-05,05,06,11,12,14,33,14,33,11,05,06,12,14
2015039,2015-04-07,01,13,15,26,29,30,12,26,30,13,29,01,15
2015040,2015-04-09,13,16,18,27,30,32,16,27,30,16,18,32,13
2015041,2015-04-12,04,09,11,17,21,25,06,25,11,09,17,04,21
2015042,2015-04-14,09,10,19,21,23,32,08,23,10,21,09,19,32
2015043,2015-04-16,11,12,15,24,26,27,15,26,11,24,27,12,15
2015044,2015-04-19,02,03,04,13,14,16,02,14,04,03,16,13,02
2015045,2015-04-21,01,05,13,22,30,31,07,30,31,22,01,13,05
2015046,2015-04-23,05,07,10,14,23,31,01,31,23,05,10,14,07
2015047,2015-04-26,02,03,20,24,26,27,09,20,24,26,27,02,03
2015048,2015-04-28,13,16,17,22,25,27,10,27,22,16,13,17,25
2015049,2015-04-30,07,12,14,17,20,23,05,23,17,07,20,12,14
2015050,2015-05-03,03,09,12,16,17,31,04,17,12,16,03,09,31
2015051,2015-05-05,04,10,24,26,28,32,09,32,04,24,26,10,28
2015052,2015-05-07,02,04,11,16,25,26,12,25,04,16,26,11,02
2015053,2015-05-10,03,07,17,22,32,33,10,32,07,17,03,33,22
2015054,2015-05-12,01,02,07,10,22,26,07,22,01,10,26,07,02
2015055,2015-05-14,01,10,15,18,19,28,02,19,10,18,01,28,15
2015056,2015-05-17,01,07,08,16,18,20,14,01,08,18,20,16,07
2015057,2015-05-19,09,20,24,25,26,32,04,25,24,32,20,09,26
2015058,2015-05-21,02,09,10,18,19,20,15,10,18,02,20,09,19
2015059,2015-05-24,02,06,09,16,25,32,14,25,06,16,02,32,09
2015060,2015-05-26,01,03,18,27,31,32,13,18,01,27,31,32,03
2015061,2015-05-28,06,18,22,26,32,33,04,18,26,06,32,22,33
2015062,2015-05-31,09,14,15,18,21,26,16,18,26,14,15,09,21
2015063,2015-06-02,01,07,09,16,22,32,12,07,09,16,32,22,01
2015064,2015-06-04,11,12,14,17,23,27,01,14,27,23,12,11,17
2015065,2015-06-07,08,10,14,19,26,29,12,29,26,08,14,10,19
2015066,2015-06-09,05,08,11,17,24,28,16,17,08,11,28,05,24
2015067,2015-06-11,02,05,08,24,25,31,14,05,24,25,31,02,08
2015068,2015-06-14,06,15,18,21,26,27,10,27,15,06,21,26,18
2015069,2015-06-16,01,13,17,18,23,30,15,23,17,18,30,13,01
2015070,2015-06-18,01,07,13,19,21,29,15,29,07,19,21,13,01
2015071,2015-06-21,08,18,20,28,29,31,08,28,29,08,18,20,31
2015072,2015-06-23,01,03,05,20,21,31,05,01,31,05,20,03,21
2015073,2015-06-25,01,02,17,22,26,27,04,02,27,26,01,22,17
2015074,2015-06-28,04,07,21,25,26,29,08,21,29,04,26,25,07
2015075,2015-06-30,06,11,13,19,21,32,04,06,19,32,13,21,11
2015076,2015-07-02,01,09,10,19,23,27,09,01,09,27,10,19,23
2015077,2015-07-05,01,06,08,10,13,27,16,27,06,13,08,10,01
2015078,2015-07-07,03,07,20,22,26,29,02,22,07,26,29,03,20
2015079,2015-07-09,09,14,15,20,26,32,11,15,09,32,14,20,26
2015080,2015-07-12,14,17,25,27,28,30,02,30,14,25,17,27,28
2015081,2015-07-14,13,20,22,26,28,31,13,31,28,13,22,20,26
2015082,2015-07-16,02,08,09,14,28,30,07,14,09,02,28,30,08
2015083,2015-07-19,06,07,16,18,29,32,05,18,07,06,32,16,29
2015084,2015-07-21,15,18,20,22,28,29,15,29,28,15,20,22,18
2015085,2015-07-23,02,08,25,27,28,29,05,25,08,02,28,27,29
2015086,2015-07-26,05,06,08,16,18,22,12,06,05,18,16,08,22
2015087,2015-07-28,09,15,16,19,20,28,11,20,15,09,28,19,16
2015088,2015-07-30,02,12,20,24,29,31,09,02,12,29,31,20,24
2015089,2015-08-02,12,14,19,27,28,29,01,28,14,29,19,12,27
2015090,2015-08-04,10,12,14,22,25,33,15,12,33,22,10,25,14
2015091,2015-08-06,05,07,17,19,22,31,11,17,22,07,05,19,31
2015092,2015-08-09,09,15,19,21,26,27,01,27,26,09,19,21,15
2015093,2015-08-11,01,03,13,21,25,31,08,31,01,25,21,13,03
2015094,2015-08-13,01,04,06,13,16,17,10,16,06,17,04,13,01
2015095,2015-08-16,04,15,21,28,30,31,04,30,28,31,04,15,21
2015096,2015-08-18,06,16,17,23,24,31,07,31,23,24,16,17,06
2015097,2015-08-20,09,12,14,20,26,27,04,14,27,20,12,09,26
2015098,2015-08-23,06,09,13,26,27,33,01,26,09,13,27,33,06
2015099,2015-08-25,06,07,10,11,14,22,09,07,14,22,11,06,10
2015100,2015-08-27,02,03,11,17,19,21,08,19,21,03,11,17,02
2015101,2015-08-30,08,16,22,24,28,29,05,22,16,29,28,24,08
2015102,2015-09-01,07,09,12,14,21,23,06,07,14,12,23,09,21
2015103,2015-09-03,06,08,13,26,30,32,14,30,32,08,06,13,26
2015104,2015-09-06,09,18,21,23,25,26,01,23,21,09,18,26,25
2015105,2015-09-08,09,10,16,19,20,26,12,10,09,26,19,16,20
2015106,2015-09-10,01,03,04,23,31,32,13,31,32,03,04,01,23
2015107,2015-09-13,07,14,16,18,21,25,08,07,18,21,25,16,14
2015108,2015-09-15,02,12,19,22,24,27,15,02,24,12,27,22,19
2015109,2015-09-17,01,08,09,16,32,33,13,33,16,09,01,32,08
2015110,2015-09-20,05,07,16,17,22,23,04,16,05,22,07,23,17
2015111,2015-09-22,08,14,16,18,20,30,12,20,16,14,30,08,18
2015112,2015-09-24,01,03,10,19,20,27,11,03,27,10,19,20,01
2015113,2015-09-27,01,05,07,08,19,27,12,27,07,05,19,01,08
2015114,2015-09-29,04,07,09,13,21,26,01,13,21,26,04,07,09
2015115,2015-10-01,01,07,08,14,24,32,03,07,01,32,24,14,08
2015116,2015-10-04,04,06,15,23,26,28,11,23,15,04,26,06,28
2015117,2015-10-06,04,11,12,18,26,32,12,11,04,26,12,32,18
2015118,2015-10-08,01,04,11,21,23,31,12,21,01,23,31,11,04
2015119,2015-10-11,02,08,10,18,23,31,08,31,23,18,02,10,08
2015120,2015-10-13,16,21,24,26,27,29,16,21,24,29,16,27,26
2015121,2015-10-15,01,03,20,21,28,29,12,03,21,20,01,29,28
2015122,2015-10-18,05,07,11,16,22,25,07,22,05,16,25,11,07
2015123,2015-10-20,05,08,09,12,22,28,07,22,05,28,09,12,08
2015124,2015-10-22,02,03,05,12,18,27,01,03,27,02,05,18,12
2015125,2015-10-25,05,13,22,27,30,33,10,27,30,13,33,22,05
2015126,2015-10-27,10,11,15,20,23,29,12,23,10,29,15,20,11
2015127,2015-10-29,07,10,19,22,27,33,06,22,07,19,27,33,10
2015128,2015-11-01,01,03,08,11,22,28,06,08,11,22,01,28,03
2015129,2015-11-03,05,08,11,16,18,27,04,05,08,16,27,11,18
2015130,2015-11-05,06,14,15,16,17,22,10,15,17,06,22,14,16
